id,points,user_id,comment,finalized,created_at,updated_at,sticky_note,entered_score,displayed_percent_score,displayed_score,displayed_points,displayed_letter_notation,eclass_user_id,gradebook_entry_id,special_score_notation_id
88246478,98.0,8974327,,,2015-08-13T18:59:32Z,2015-08-13T18:59:32Z,,98.00,98.00,98.00,,A,147908846,6150046,
